,UPC,Title,StarRating,Category,ProdType,Price_IncTax,Available,Stock,PriceCategory,Stock_Rg
940,f3a0b8c835129558,The Bhagavad Gita,3,Religion,Books,57.49,In stock,1,High,0-10
941,dfb0849016bc122c,The Bette Davis Club,3,Fiction,Books,30.66,In stock,1,Medium,0-10
942,5bc1fbccfbf2355c,The Art of Not Breathing,4,Young Adult,Books,40.83,In stock,1,Medium,0-10
943,a7eef9d6795422c1,Taking Shots Assassins 1,2,Default,Books,18.88,In stock,1,Low,0-10
944,e25164e5b3fe208b,Starlark,3,Historical Fiction,Books,25.83,In stock,1,Medium,0-10
945,2ac720f76384c57e,Skip Beat Vol 01 Skip Beat 1,3,Sequential Art,Books,42.12,In stock,1,Medium,0-10
946,3a9a7c5895e82646,Sister Sable The Mad Queen 1,3,Fantasy,Books,13.33,In stock,1,Low,0-10
947,9ed7090d8fa690b0,Shatter Me Shatter Me 1,1,Default,Books,42.4,In stock,1,Medium,0-10
948,c068c013d6921fea,Shameless,3,New Adult,Books,58.35,In stock,1,High,0-10
949,229cd6564bf0dce4,Shadow Rites Jane Yellowrock 10,4,Fantasy,Books,21.72,In stock,1,Low,0-10
950,132adf7335bb384a,Settling the Score The Summer Games 1,2,Sports and Games,Books,44.91,In stock,1,Medium,0-10
951,35e44170702139a4,Sense and Sensibility,1,Classics,Books,37.46,In stock,1,Medium,0-10
952,4f64568dfefa3ce7,Saga Volume 1 Saga Collected Editions 1,1,Sequential Art,Books,28.48,In stock,1,Medium,0-10
953,9efb397067eb7e8a,Rhythm Chord  Malykhin,2,Romance,Books,28.34,In stock,1,Medium,0-10
954,3cdca3b4a93980f5,Rat Queens Vol 1 Sass  Sorcery Rat Queens Collected Editions 15,5,Sequential Art,Books,46.96,In stock,1,Medium,0-10
955,849db7ab7f4a640c,Paradise Lost Paradise 1,1,Default,Books,24.96,In stock,1,Low,0-10
956,bcbcbcf0f6ed196f,Paper Girls Vol 1 Paper Girls 15,4,Sequential Art,Books,21.71,In stock,1,Low,0-10
957,326825e02a198cf6,Ouran High School Host Club Vol 1 Ouran High School Host Club 1,3,Sequential Art,Books,29.87,In stock,1,Medium,0-10
958,8932e5c12f12ffed,Origins Alphas 05,1,Fantasy,Books,28.99,In stock,1,Medium,0-10
959,7ea31f38675b91c1,One Second Seven 7,2,Fantasy,Books,52.94,In stock,1,High,0-10
960,9ff997ab15713e53,On the Road Duluoz Legend,3,Default,Books,32.36,In stock,1,Medium,0-10
961,a1985630339f4b3d,Old Records Never Die One Mans Quest for His Vinyl and His Past,2,Music,Books,55.66,In stock,1,High,0-10
962,b6f1cfadc4dd79d4,Off Sides Off 1,5,New Adult,Books,39.45,In stock,1,Medium,0-10
963,39592d9d72e717c4,Of Mice and Men,2,Classics,Books,47.11,In stock,1,Medium,0-10
964,63e20a0f98218a87,Myriad Prentor 1,4,Fantasy,Books,58.75,In stock,1,High,0-10
965,fd78f89878479f56,My Perfect Mistake Over the Top 1,2,Romance,Books,38.92,In stock,1,Medium,0-10
966,35a60467893aa168,Ms Marvel Vol 1 No Normal Ms Marvel 20142015 1,4,Sequential Art,Books,39.39,In stock,1,Medium,0-10
967,4f19709e47883df5,Meditations,2,Philosophy,Books,25.89,In stock,1,Medium,0-10
968,1053fb7ee17a1f33,Matilda,1,Childrens,Books,28.34,In stock,1,Medium,0-10
969,d510567580c8be52,Lost Among the Living,4,Historical Fiction,Books,27.7,In stock,1,Medium,0-10
970,71a6471bbdac21d9,Lord of the Flies,3,Add a comment,Books,24.89,In stock,1,Low,0-10
971,6e712ea24e77bd96,Listen to Me Fusion 1,3,Romance,Books,58.99,In stock,1,High,0-10
972,06f6a57a6d532844,Kitchens of the Great Midwest,5,Fiction,Books,57.2,In stock,1,High,0-10
973,8d390a1fc3133d06,Jane Eyre,5,Default,Books,38.43,In stock,1,Medium,0-10
974,f28f7299d38c0932,Imperfect Harmony,4,Romance,Books,34.74,In stock,1,Medium,0-10
975,3455b45888fb5053,Icing Aces Hockey 2,4,Sports and Games,Books,40.44,In stock,1,Medium,0-10
976,6fe02600f322a0a9,Hawkeye Vol 1 My Life as a Weapon Hawkeye 1,3,Sequential Art,Books,45.24,In stock,1,Medium,0-10
977,6717a70913b3db79,Having the Barbarians Baby Ice Planet Barbarians 75,4,Science Fiction,Books,34.96,In stock,1,Medium,0-10
978,eb0fe24bbc845ecc,Giant Days Vol 1 Giant Days 14,4,Sequential Art,Books,56.76,In stock,1,High,0-10
979,72e6fbf4f6382557,Fruits Basket Vol 1 Fruits Basket 1,5,Sequential Art,Books,40.28,In stock,1,Medium,0-10
980,a492f49a3e2b6a71,Frankenstein,2,Default,Books,38.0,In stock,1,Medium,0-10
981,e564c3f1a93ccf2e,Forever Rockers The Rocker 12,3,Music,Books,28.8,In stock,1,Medium,0-10
982,6390772a3094939d,Fighting Fate Fighting 6,3,Romance,Books,39.24,In stock,1,Medium,0-10
983,2e69730561ed70ad,Emma,2,Classics,Books,32.93,In stock,1,Medium,0-10
984,df56868afd166557,Eat Pray Love,3,Nonfiction,Books,51.32,In stock,1,High,0-10
985,0072b94dfa30608e,Deep Under Walker Security 1,5,Romance,Books,47.09,In stock,1,Medium,0-10
986,a812f6969ddf3e39,Choosing Our Religion The Spiritual Lives of Americas Nones,4,Religion,Books,28.42,In stock,1,Medium,0-10
987,1774749f2cee292f,Charlie and the Chocolate Factory Charlie Bucket 1,3,Childrens,Books,22.85,In stock,1,Low,0-10
988,a96404cb928895f3,Charitys Cross Charles Towne Belles 4,1,Romance,Books,41.24,In stock,1,Medium,0-10
989,230ac636ea0ea415,Bright Lines,5,Fiction,Books,39.07,In stock,1,Medium,0-10
990,a2b4b685dfa94733,Bridget Joness Diary Bridget Jones 1,1,Womens Fiction,Books,29.82,In stock,1,Medium,0-10
991,abc0b15f2c907ff0,Bounty Colorado Mountain 7,4,Romance,Books,37.26,In stock,1,Medium,0-10
992,95cdfd514098c38b,Blood Defense Samantha Brinkman 1,3,Mystery,Books,20.3,In stock,1,Low,0-10
993,099fae4a0705d63b,Bleach Vol 1 Strawberry and the Soul Reapers Bleach 1,5,Sequential Art,Books,34.65,In stock,1,Medium,0-10
994,08672cd59171d5e4,Beyond Good and Evil,1,Philosophy,Books,43.38,In stock,1,Medium,0-10
995,cd2a2a70dd5d176d,Alice in Wonderland Alices Adventures in Wonderland 1,1,Classics,Books,55.53,In stock,1,High,0-10
996,bfd5e1701c862ac3,Ajin DemiHuman Volume 1 Ajin DemiHuman 1,4,Sequential Art,Books,57.06,In stock,1,High,0-10
997,19fec36a1dfb4c16,A Spys Devotion The Regency Spies of London 1,5,Historical Fiction,Books,16.97,In stock,1,Low,0-10
998,f684a82adc49f011,1st to Die Womens Murder Club 1,1,Mystery,Books,53.98,In stock,1,High,0-10
999,228ba5e7577e1d49,1000 Places to See Before You Die,5,Travel,Books,26.08,In stock,1,Medium,0-10
